docID,edinetCode,secCode,filerName,formCode,submitDateTime,docTypeCode,submitDateTime,docDescription,pdfFlag,csvFlag
S100TPWS,E04952,97390,ＮＳＷ株式会社,030000,2024-06-24 11:56:00,120.0,2024-06-24 11:56:00,有価証券報告書－第58期(2023/04/01－2024/03/31),1,1
S100TQO4,E02013,68990,ＡＳＴＩ株式会社,030000,2024-06-24 12:00:00,120.0,2024-06-24 12:00:00,有価証券報告書－第61期(2023/04/01－2024/03/31),1,1
S100TQC3,E02289,77290,株式会社東京精密,030000,2024-06-24 12:01:00,120.0,2024-06-24 12:01:00,有価証券報告書－第101期(2023/04/01－2024/03/31),1,1
S100SYCH,E05209,42950,株式会社フェイス,030000,2024-06-24 12:02:00,120.0,2024-06-24 12:02:00,有価証券報告書－第32期(2023/04/01－2024/03/31),1,1
S100TO12,E00371,22090,井村屋グループ株式会社,030000,2024-06-24 12:22:00,120.0,2024-06-24 12:22:00,有価証券報告書－第87期(2023/04/01－2024/03/31),1,1
S100TPUZ,E01056,43680,扶桑化学工業株式会社,030000,2024-06-24 12:47:00,120.0,2024-06-24 12:47:00,有価証券報告書－第67期(2023/04/01－2024/03/31),1,1
S100TP35,E00717,94740,株式会社ゼンリン,030000,2024-06-24 12:58:00,120.0,2024-06-24 12:58:00,有価証券報告書－第64期(2023/04/01－2024/03/31),1,1
S100TPZ8,E34699,70590,株式会社コプロ・ホールディングス,030000,2024-06-24 13:05:00,120.0,2024-06-24 13:05:00,有価証券報告書－第18期(2023/04/01－2024/03/31),1,1
S100TQH8,E01753,65840,三櫻工業株式会社,030000,2024-06-24 13:05:00,120.0,2024-06-24 13:05:00,有価証券報告書－第116期(2023/04/01－2024/03/31),1,1
S100TQ2Q,E00097,18130,株式会社不動テトラ,030000,2024-06-24 13:08:00,120.0,2024-06-24 13:08:00,有価証券報告書－第78期(2023/04/01－2024/03/31),1,1
S100TP0D,E03226,99890,株式会社サンドラッグ,030000,2024-06-24 13:10:00,120.0,2024-06-24 13:10:00,有価証券報告書－第61期(2023/04/01－2024/03/31),1,1
S100TQR4,E03278,75240,マルシェ株式会社,030000,2024-06-24 13:17:00,120.0,2024-06-24 13:17:00,有価証券報告書－第52期(2023/04/01－2024/03/31),1,1
S100TQ59,E04959,46440,イマジニア株式会社,030000,2024-06-24 13:18:00,120.0,2024-06-24 13:18:00,有価証券報告書－第47期(2023/04/01－2024/03/31),1,1
S100TPHV,E03563,83590,株式会社八十二銀行,030000,2024-06-24 13:19:00,120.0,2024-06-24 13:19:00,有価証券報告書－第141期(2023/04/01－2024/03/31),1,1
S100TLJ2,E02114,66380,株式会社ミマキエンジニアリング,030000,2024-06-24 13:23:00,120.0,2024-06-24 13:23:00,有価証券報告書－第49期(2023/04/01－2024/03/31),1,1
S100TPU8,E05578,38020,株式会社エコミック,030000,2024-06-24 13:29:00,120.0,2024-06-24 13:29:00,有価証券報告書－第27期(2023/04/01－2024/03/31),1,1
S100TQTF,E01217,52170,テクノクオーツ株式会社,030000,2024-06-24 13:38:00,120.0,2024-06-24 13:38:00,有価証券報告書－第48期(2023/04/01－2024/03/31),1,1
S100TN6J,E32793,34770,フォーライフ株式会社,030000,2024-06-24 13:38:00,120.0,2024-06-24 13:38:00,有価証券報告書－第25期(2023/04/01－2024/03/31),1,1
S100TP8D,E33840,73260,ＳＢＩインシュアランスグループ株式会社,030000,2024-06-24 13:40:00,120.0,2024-06-24 13:40:00,有価証券報告書－第8期(2023/04/01－2024/03/31),1,1
S100TQRO,E05252,43330,株式会社東邦システムサイエンス,030000,2024-06-24 13:41:00,120.0,2024-06-24 13:41:00,有価証券報告書－第53期(2023/04/01－2024/03/31),1,1
S100TOKC,E00210,19730,ＮＥＣネッツエスアイ株式会社,030000,2024-06-24 13:41:00,120.0,2024-06-24 13:41:00,有価証券報告書－第92期(2023/04/01－2024/03/31),1,1
S100TPW2,E02552,80120,長瀬産業株式会社,030000,2024-06-24 13:44:00,120.0,2024-06-24 13:44:00,有価証券報告書－第109期(2023/04/01－2024/03/31),1,1
S100TQUZ,E05062,43070,株式会社野村総合研究所,030000,2024-06-24 13:54:00,120.0,2024-06-24 13:54:00,有価証券報告書－第59期(2023/04/01－2024/03/31),1,1
S100T8BV,E01669,64580,新晃工業株式会社,030000,2024-06-24 14:00:00,120.0,2024-06-24 14:00:00,有価証券報告書－第75期(2023/04/01－2024/03/31),1,1
S100TPII,E02335,77220,国際計測器株式会社,030000,2024-06-24 14:00:00,120.0,2024-06-24 14:00:00,有価証券報告書－第55期(2023/04/01－2024/03/31),1,1
S100TQUI,E05699,38530,アステリア株式会社,030000,2024-06-24 14:13:00,120.0,2024-06-24 14:13:00,有価証券報告書－第26期(2023/04/01－2024/03/31),1,1
S100TP15,E35466,44910,コンピューターマネージメント株式会社,030000,2024-06-24 14:14:00,120.0,2024-06-24 14:14:00,有価証券報告書－第43期(2023/04/01－2024/03/31),1,1
S100TQW5,E03747,87320,株式会社マネーパートナーズグループ,030000,2024-06-24 14:18:00,120.0,2024-06-24 14:18:00,有価証券報告書－第20期(2023/04/01－2024/03/31),1,1
S100TQ5P,E02481,78320,株式会社バンダイナムコホールディングス,030000,2024-06-24 14:22:00,120.0,2024-06-24 14:22:00,有価証券報告書－第19期(2023/04/01－2024/03/31),1,1
S100TQ3X,E00421,25990,ジャパンフーズ株式会社,030000,2024-06-24 14:40:00,120.0,2024-06-24 14:40:00,有価証券報告書－第48期(2023/04/01－2024/03/31),1,1
S100TQD5,E01775,67550,株式会社富士通ゼネラル,030000,2024-06-24 14:41:00,120.0,2024-06-24 14:41:00,有価証券報告書－第105期(2023/04/01－2024/03/31),1,1
S100TQUQ,E00486,28150,アリアケジャパン株式会社,030000,2024-06-24 14:46:00,120.0,2024-06-24 14:46:00,有価証券報告書－第46期(2023/04/01－2024/03/31),1,1
S100TQ49,E04246,91270,玉井商船株式会社,030000,2024-06-24 14:47:00,120.0,2024-06-24 14:47:00,有価証券報告書－第115期(2023/04/01－2024/03/31),1,1
S100TR24,E38215,93410,株式会社ＧＥＮＯＶＡ,030000,2024-06-24 14:54:00,120.0,2024-06-24 14:54:00,有価証券報告書－第19期(2023/04/01－2024/03/31),1,1
S100TQOH,E03275,75220,ワタミ株式会社,030000,2024-06-24 15:00:00,120.0,2024-06-24 15:00:00,有価証券報告書－第38期(2023/04/01－2024/03/31),1,1
S100TPFN,E05551,37960,株式会社いい生活,030000,2024-06-24 15:00:00,120.0,2024-06-24 15:00:00,有価証券報告書－第25期(2023/04/01－2024/03/31),1,1
S100TR0M,E03276,75230,アールビバン株式会社,030000,2024-06-24 15:00:00,120.0,2024-06-24 15:00:00,有価証券報告書－第40期(2023/04/01－2024/03/31),1,1
S100TQ5C,E01766,67020,富士通株式会社,030000,2024-06-24 15:00:00,120.0,2024-06-24 15:00:00,有価証券報告書－第124期(2023/04/01－2024/03/31),1,1
S100TPTV,E00845,42280,積水化成品工業株式会社,030000,2024-06-24 15:00:00,120.0,2024-06-24 15:00:00,有価証券報告書－第80期(2023/04/01－2024/03/31),1,1
S100TQ5T,E36261,41930,株式会社ファブリカホールディングス,030000,2024-06-24 15:00:00,120.0,2024-06-24 15:00:00,有価証券報告書－第30期(2023/04/01－2024/03/31),1,1
S100TPX2,E25621,32750,ハウスコム株式会社,030000,2024-06-24 15:00:00,120.0,2024-06-24 15:00:00,有価証券報告書－第26期(2023/04/01－2024/03/31),1,1
S100TOYI,E01232,56310,株式会社日本製鋼所,030000,2024-06-24 15:00:00,120.0,2024-06-24 15:00:00,有価証券報告書－第98期(2023/04/01－2024/03/31),1,1
S100TPYU,E01685,62870,サトーホールディングス株式会社,030000,2024-06-24 15:01:00,120.0,2024-06-24 15:01:00,有価証券報告書－第74期(2023/04/01－2024/03/31),1,1
S100TPJP,E30140,60890,株式会社ウィルグループ,030000,2024-06-24 15:01:00,120.0,2024-06-24 15:01:00,有価証券報告書－第18期(2023/04/01－2024/03/31),1,1
S100TNZD,E02271,77310,株式会社ニコン,030000,2024-06-24 15:01:00,120.0,2024-06-24 15:01:00,有価証券報告書－第160期(2023/04/01－2024/03/31),1,1
S100TR16,E30481,67400,株式会社ジャパンディスプレイ,030000,2024-06-24 15:01:00,120.0,2024-06-24 15:01:00,有価証券報告書－第22期(2023/04/01－2024/03/31),1,1
S100TQGV,E34880,44420,バルテス・ホールディングス株式会社,030000,2024-06-24 15:02:00,120.0,2024-06-24 15:02:00,有価証券報告書－第20期(2023/04/01－2024/03/31),1,1
S100TQ2K,E32763,71910,株式会社イントラスト,030000,2024-06-24 15:03:00,120.0,2024-06-24 15:03:00,有価証券報告書－第19期(2023/04/01－2024/03/31),1,1
S100TQQ7,E03739,87050,日産証券グループ株式会社,030000,2024-06-24 15:04:00,120.0,2024-06-24 15:04:00,有価証券報告書－第19期(2023/04/01－2024/03/31),1,1
S100TQXN,E02964,27950,日本プリメックス株式会社,030000,2024-06-24 15:04:00,120.0,2024-06-24 15:04:00,有価証券報告書－第46期(2023/04/01－2024/03/31),1,1
S100TPAL,E00810,41130,田岡化学工業株式会社,030000,2024-06-24 15:04:00,120.0,2024-06-24 15:04:00,有価証券報告書－第124期(2023/04/01－2024/03/31),1,1
S100TQDT,E03753,86010,株式会社大和証券グループ本社,030000,2024-06-24 15:08:00,120.0,2024-06-24 15:08:00,有価証券報告書－第87期(2023/04/01－2024/03/31),1,1
S100TQRC,E03293,75540,株式会社幸楽苑ホールディングス,030000,2024-06-24 15:08:00,120.0,2024-06-24 15:08:00,有価証券報告書－第54期(2023/04/01－2024/03/31),1,1
S100TQS5,E05687,38470,パシフィックシステム株式会社,030000,2024-06-24 15:08:00,120.0,2024-06-24 15:08:00,有価証券報告書－第24期(2023/04/01－2024/03/31),1,1
S100TPLS,E01139,53310,株式会社ノリタケカンパニーリミテド,030000,2024-06-24 15:09:00,120.0,2024-06-24 15:09:00,有価証券報告書－第143期(2023/04/01－2024/03/31),1,1
S100TR3D,E04108,90490,京福電気鉄道株式会社,030000,2024-06-24 15:10:00,120.0,2024-06-24 15:10:00,有価証券報告書－第118期(2023/04/01－2024/03/31),1,1
S100TQ7B,E04065,32380,セントラル総合開発株式会社,030000,2024-06-24 15:13:00,120.0,2024-06-24 15:13:00,有価証券報告書－第65期(2023/04/01－2024/03/31),1,1
S100TPUL,E02076,69270,ヘリオス　テクノ　ホールディング株式会社,030000,2024-06-24 15:17:00,120.0,2024-06-24 15:17:00,有価証券報告書－第48期(2023/04/01－2024/03/31),1,1
S100TQ8O,E05460,24320,株式会社ディー・エヌ・エー,030000,2024-06-24 15:17:00,120.0,2024-06-24 15:17:00,有価証券報告書－第26期(2023/04/01－2024/03/31),1,1
S100TR4F,E05504,94280,株式会社クロップス,030000,2024-06-24 15:18:00,120.0,2024-06-24 15:18:00,有価証券報告書－第47期(2023/04/01－2024/03/31),1,1
S100TPPL,E01332,58010,古河電気工業株式会社,030000,2024-06-24 15:20:00,120.0,2024-06-24 15:20:00,有価証券報告書－第202期(2023/04/01－2024/03/31),1,1
S100TQ4B,E03567,83620,株式会社福井銀行,030000,2024-06-24 15:21:00,120.0,2024-06-24 15:21:00,有価証券報告書－第204期(2023/04/01－2024/03/31),1,1
S100TOM8,E03401,27540,株式会社東葛ホールディングス,030000,2024-06-24 15:22:00,120.0,2024-06-24 15:22:00,有価証券報告書－第58期(2023/04/01－2024/03/31),1,1
S100TR50,E35483,70890,フォースタートアップス株式会社,030000,2024-06-24 15:26:00,120.0,2024-06-24 15:26:00,有価証券報告書－第8期(2023/04/01－2024/03/31),1,1
S100TR45,E03815,86980,マネックスグループ株式会社,030000,2024-06-24 15:27:00,120.0,2024-06-24 15:27:00,有価証券報告書－第20期(2023/04/01－2024/03/31),1,1
S100TQ0E,E00809,41120,保土谷化学工業株式会社,030000,2024-06-24 15:29:00,120.0,2024-06-24 15:29:00,有価証券報告書－第166期(2023/04/01－2024/03/31),1,1
S100TQJJ,E26290,31730,株式会社Ｃｏｍｉｎｉｘ,030000,2024-06-24 15:30:00,120.0,2024-06-24 15:30:00,有価証券報告書－第75期(2023/04/01－2024/03/31),1,1
S100TQLO,E30118,77790,ＣＹＢＥＲＤＹＮＥ株式会社,030000,2024-06-24 15:31:00,120.0,2024-06-24 15:31:00,有価証券報告書－第20期(2023/04/01－2024/03/31),1,1
S100TQ4T,E04341,90250,鴻池運輸株式会社,030000,2024-06-24 15:32:00,120.0,2024-06-24 15:32:00,有価証券報告書－第84期(2023/04/01－2024/03/31),1,1
S100TR1R,E05219,43010,株式会社アミューズ,030000,2024-06-24 15:33:00,120.0,2024-06-24 15:33:00,有価証券報告書－第46期(2023/04/01－2024/03/31),1,1
S100TPG1,E35449,62310,木村工機株式会社,030000,2024-06-24 15:33:00,120.0,2024-06-24 15:33:00,有価証券報告書－第77期(2023/04/01－2024/03/31),1,1
S100TQN5,E31878,39230,株式会社ラクス,030000,2024-06-24 15:34:00,120.0,2024-06-24 15:34:00,有価証券報告書－第24期(2023/04/01－2024/03/31),1,1
S100TQ4F,E01551,63830,株式会社ダイフク,030000,2024-06-24 15:36:00,120.0,2024-06-24 15:36:00,有価証券報告書－第108期(2023/04/01－2024/03/31),1,1
S100TR3E,E00209,19660,株式会社　高田工業所,030000,2024-06-24 15:39:00,120.0,2024-06-24 15:39:00,有価証券報告書－第77期(2023/04/01－2024/03/31),1,1
S100TR65,E02021,68940,パルステック工業株式会社,030000,2024-06-24 15:40:00,120.0,2024-06-24 15:40:00,有価証券報告書－第55期(2023/04/01－2024/03/31),1,1
S100TPAM,E03854,87250,ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社,030000,2024-06-24 15:41:00,120.0,2024-06-24 15:41:00,有価証券報告書－第16期(2023/04/01－2024/03/31),1,1
S100TQJP,E03618,83770,株式会社ほくほくフィナンシャルグループ,030000,2024-06-24 15:42:00,120.0,2024-06-24 15:42:00,有価証券報告書－第21期(2023/04/01－2024/03/31),1,1
S100TQDH,E02195,72410,フタバ産業株式会社,030000,2024-06-24 15:42:00,120.0,2024-06-24 15:42:00,有価証券報告書－第110期(2023/04/01－2024/03/31),1,1
S100TQZN,E30466,36860,株式会社ディー・エル・イー,030000,2024-06-24 15:44:00,120.0,2024-06-24 15:44:00,有価証券報告書－第23期(2023/04/01－2024/03/31),1,1
S100TQG0,E02247,72140,ＧＭＢ株式会社,030000,2024-06-24 15:47:00,120.0,2024-06-24 15:47:00,有価証券報告書－第62期(2023/04/01－2024/03/31),1,1
S100TQ0U,E00985,45690,杏林製薬株式会社,030000,2024-06-24 15:47:00,120.0,2024-06-24 15:47:00,有価証券報告書－第66期(2023/04/01－2024/03/31),1,1
S100TR14,E05401,37390,コムシード株式会社,030000,2024-06-24 15:48:00,120.0,2024-06-24 15:48:00,有価証券報告書－第33期(2023/04/01－2024/03/31),1,1
S100TPWF,E01482,61040,芝浦機械株式会社,030000,2024-06-24 15:55:00,120.0,2024-06-24 15:55:00,有価証券報告書－第101期(2023/04/01－2024/03/31),1,1
S100TPZI,E31542,61660,株式会社中村超硬,030000,2024-06-24 15:57:00,120.0,2024-06-24 15:57:00,有価証券報告書－第54期(2023/04/01－2024/03/31),1,1
S100TR85,E05273,43490,株式会社テスク,030000,2024-06-24 16:00:00,120.0,2024-06-24 16:00:00,有価証券報告書－第50期(2023/04/01－2024/03/31),1,1
S100TMSA,E27281,32840,株式会社フージャースホールディングス,030000,2024-06-24 16:00:00,120.0,2024-06-24 16:00:00,有価証券報告書－第11期(2023/04/01－2024/03/31),1,1
S100TN3A,E27303,60730,株式会社アサンテ,030000,2024-06-24 16:00:00,120.0,2024-06-24 16:00:00,有価証券報告書－第51期(2023/04/01－2024/03/31),1,1
S100TQ1S,E30746,71730,株式会社東京きらぼしフィナンシャルグループ,030000,2024-06-24 16:00:00,120.0,2024-06-24 16:00:00,有価証券報告書－第10期(2023/04/01－2024/03/31),1,1
S100TR46,E00830,42160,旭有機材株式会社,030000,2024-06-24 16:03:00,120.0,2024-06-24 16:03:00,有価証券報告書－第103期(2023/04/01－2024/03/31),1,1
S100TR1D,E01712,63240,株式会社ハーモニック・ドライブ・システムズ,030000,2024-06-24 16:08:00,120.0,2024-06-24 16:08:00,有価証券報告書－第36期(2023/04/01－2024/03/31),1,1
S100TR3U,E03040,82520,株式会社　丸井グループ,030000,2024-06-24 16:21:00,120.0,2024-06-24 16:21:00,有価証券報告書－第88期(2023/04/01－2024/03/31),1,1
S100TR9A,E00547,32020,ダイトウボウ株式会社,030000,2024-06-24 16:21:00,120.0,2024-06-24 16:21:00,有価証券報告書－第204期(2023/04/01－2024/03/31),1,1
S100TQMK,E05698,21460,ＵＴグループ株式会社,030000,2024-06-24 16:24:00,120.0,2024-06-24 16:24:00,有価証券報告書－第17期(2023/04/01－2024/03/31),1,1
S100TPKP,E03652,85220,株式会社　名古屋銀行,030000,2024-06-24 16:25:00,120.0,2024-06-24 16:25:00,有価証券報告書－第106期(2023/04/01－2024/03/31),1,1
S100TR4X,E02453,78600,エイベックス株式会社,030000,2024-06-24 16:26:00,120.0,2024-06-24 16:26:00,有価証券報告書－第37期(2023/04/01－2024/03/31),1,1
S100TRAE,E00142,19290,日特建設株式会社,030000,2024-06-24 16:35:00,120.0,2024-06-24 16:35:00,有価証券報告書－第77期(2023/04/01－2024/03/31),1,1
S100TQIA,E02203,72780,株式会社エクセディ,030000,2024-06-24 16:47:00,120.0,2024-06-24 16:47:00,有価証券報告書－第74期(2023/04/01－2024/03/31),1,1
S100TQWZ,E05242,87390,スパークス・グループ株式会社,030000,2024-06-24 16:56:00,120.0,2024-06-24 16:56:00,有価証券報告書－第35期(2023/04/01－2024/03/31),1,1
S100TQ8K,E05346,84390,東京センチュリー株式会社,030000,2024-06-24 16:59:00,120.0,2024-06-24 16:59:00,有価証券報告書－第55期(2023/04/01－2024/03/31),1,1
S100TQRE,E31979,34650,ケイアイスター不動産株式会社,030000,2024-06-24 17:00:00,120.0,2024-06-24 17:00:00,有価証券報告書－第34期(2023/04/01－2024/03/31),1,1
S100TQEX,E00434,26130,株式会社Ｊ－オイルミルズ,030000,2024-06-24 17:00:00,120.0,2024-06-24 17:00:00,有価証券報告書－第22期(2023/04/01－2024/03/31),1,1
S100TREU,E37914,51330,株式会社テリロジーホールディングス,030000,2024-06-24 17:09:00,120.0,2024-06-24 17:09:00,有価証券報告書－第2期(2023/04/01－2024/03/31),1,1
S100TQOZ,E05518,37780,さくらインターネット株式会社,030000,2024-06-25 09:02:00,120.0,2024-06-25 09:02:00,有価証券報告書－第25期(2023/04/01－2024/03/31),1,1
S100TPOV,E39184,150A0,株式会社ＪＳＨ,030000,2024-06-25 09:16:00,120.0,2024-06-25 09:16:00,有価証券報告書－第8期(2023/04/01－2024/03/31),1,1
S100TQZG,E05048,47330,株式会社オービックビジネスコンサルタント,030000,2024-06-25 09:17:00,120.0,2024-06-25 09:17:00,有価証券報告書－第45期(2023/04/01－2024/03/31),1,1
S100TQWU,E02765,99550,株式会社ヨンキュウ,030000,2024-06-25 09:25:00,120.0,2024-06-25 09:25:00,有価証券報告書－第50期(2023/04/01－2024/03/31),1,1
S100TRNM,E01331,57420,エヌアイシ・オートテック株式会社,030000,2024-06-25 09:30:00,120.0,2024-06-25 09:30:00,有価証券報告書－第53期(2023/04/01－2024/03/31),1,1
S100TQR2,E02838,74800,スズデン株式会社,030000,2024-06-25 09:33:00,120.0,2024-06-25 09:33:00,有価証券報告書－第72期(2023/04/01－2024/03/31),1,1
S100TR2D,E00341,22910,福留ハム株式会社,030000,2024-06-25 09:46:00,120.0,2024-06-25 09:46:00,有価証券報告書－第73期(2023/04/01－2024/03/31),1,1
S100TQPG,E01509,61510,日東工器株式会社,030000,2024-06-25 09:48:00,120.0,2024-06-25 09:48:00,有価証券報告書－第68期(2023/04/01－2024/03/31),1,1
S100TQJ1,E06141,87500,第一生命ホールディングス株式会社,030000,2024-06-25 09:56:00,120.0,2024-06-25 09:56:00,有価証券報告書－第122期(2023/04/01－2024/03/31),1,1
S100TPY8,E05736,36220,ネットイヤーグループ株式会社,030000,2024-06-25 10:07:00,120.0,2024-06-25 10:07:00,有価証券報告書－第25期(2023/04/01－2024/03/31),1,1
S100TRUC,E02977,33470,株式会社トラスト,030000,2024-06-25 10:07:00,120.0,2024-06-25 10:07:00,有価証券報告書－第36期(2023/04/01－2024/03/31),1,1
S100TQPU,E02824,74580,株式会社第一興商,030000,2024-06-25 10:10:00,120.0,2024-06-25 10:10:00,有価証券報告書－第49期(2023/04/01－2024/03/31),1,1
S100TQ74,E05438,84240,芙蓉総合リース株式会社,030000,2024-06-25 10:20:00,120.0,2024-06-25 10:20:00,有価証券報告書－第55期(2023/04/01－2024/03/31),1,1
S100TQZC,E01772,67520,パナソニックホールディングス株式会社,030000,2024-06-25 10:21:00,120.0,2024-06-25 10:21:00,有価証券報告書－第117期(2023/04/01－2024/03/31),1,1
S100TOOV,E05651,32370,株式会社イントランス,030000,2024-06-25 10:27:00,120.0,2024-06-25 10:27:00,有価証券報告書－第26期(2023/04/01－2024/03/31),1,1
S100TOVH,E03127,82790,株式会社ヤオコー,030000,2024-06-25 10:53:00,120.0,2024-06-25 10:53:00,有価証券報告書－第67期(2023/04/01－2024/03/31),1,1
S100TRDQ,E04478,48380,スペースシャワーＳＫＩＹＡＫＩホールディングス株式会社,030000,2024-06-25 10:54:00,120.0,2024-06-25 10:54:00,有価証券報告書－第30期(2023/04/01－2024/03/31),1,1
S100TQOY,E05272,43480,インフォコム株式会社,030000,2024-06-25 11:00:00,120.0,2024-06-25 11:00:00,有価証券報告書－第42期(2023/04/01－2024/03/31),1,1
S100TK3X,E01235,54100,合同製鐵株式会社,030000,2024-06-25 11:00:00,120.0,2024-06-25 11:00:00,有価証券報告書－第118期(2023/04/01－2024/03/31),1,1
S100TNHH,E02252,72240,新明和工業株式会社,030000,2024-06-25 11:01:00,120.0,2024-06-25 11:01:00,有価証券報告書－第100期(2023/04/01－2024/03/31),1,1
S100TQZD,E00837,43670,広栄化学株式会社,030000,2024-06-25 11:06:00,120.0,2024-06-25 11:06:00,有価証券報告書－第163期(2023/04/01－2024/03/31),1,1
S100TLYX,E00279,17680,株式会社ソネック,030000,2024-06-25 11:07:00,120.0,2024-06-25 11:07:00,有価証券報告書－第84期(2023/04/01－2024/03/31),1,1
S100TNPC,E01803,67440,能美防災株式会社,030000,2024-06-25 11:15:00,120.0,2024-06-25 11:15:00,有価証券報告書－第80期(2023/04/01－2024/03/31),1,1
S100TRKY,E02048,68370,株式会社京写,030000,2024-06-25 11:18:00,120.0,2024-06-25 11:18:00,有価証券報告書－第66期(2023/04/01－2024/03/31),1,1
S100TO7R,E00028,57140,ＤＯＷＡホールディングス株式会社,030000,2024-06-25 11:24:00,120.0,2024-06-25 11:24:00,有価証券報告書－第121期(2023/04/01－2024/03/31),1,1
S100TQIY,E01118,79380,株式会社リーガルコーポレーション,030000,2024-06-25 11:27:00,120.0,2024-06-25 11:27:00,有価証券報告書－第192期(2023/04/01－2024/03/31),1,1
S100TR5U,E02558,74510,三菱食品株式会社,030000,2024-06-25 11:32:00,120.0,2024-06-25 11:32:00,有価証券報告書,1,1
S100TQJL,E01821,68820,株式会社三社電機製作所,030000,2024-06-25 11:35:00,120.0,2024-06-25 11:35:00,有価証券報告書－第90期(2023/04/01－2024/03/31),1,1
S100TQN4,E02388,79700,信越ポリマー株式会社,030000,2024-06-25 11:35:00,120.0,2024-06-25 11:35:00,有価証券報告書－第64期(2023/04/01－2024/03/31),1,1
S100TNNV,E01683,64880,株式会社ヨシタケ,030000,2024-06-25 11:40:00,120.0,2024-06-25 11:40:00,有価証券報告書－第81期(2023/04/01－2024/03/31),1,1
S100TQDA,E02173,63560,日本ギア工業株式会社,030000,2024-06-25 11:41:00,120.0,2024-06-25 11:41:00,有価証券報告書－第122期(2023/04/01－2024/03/31),1,1
S100TRUJ,E02632,74590,株式会社メディパルホールディングス,030000,2024-06-25 11:42:00,120.0,2024-06-25 11:42:00,有価証券報告書－第115期(2023/04/01－2024/03/31),1,1
S100TS1C,E04521,95350,広島ガス株式会社,030000,2024-06-25 11:51:00,120.0,2024-06-25 11:51:00,有価証券報告書－第170期(2023/04/01－2024/03/31),1,1
S100TQMI,E02714,98560,株式会社ケーユーホールディングス,030000,2024-06-25 11:51:00,120.0,2024-06-25 11:51:00,有価証券報告書－第52期(2023/04/01－2024/03/31),1,1
S100TRLN,E02571,80390,築地魚市場株式会社,030000,2024-06-25 11:56:00,120.0,2024-06-25 11:56:00,有価証券報告書－第76期(2023/04/01－2024/03/31),1,1
S100TRIK,E04353,93660,株式会社サンリツ,030000,2024-06-25 11:59:00,120.0,2024-06-25 11:59:00,有価証券報告書－第79期(2023/04/01－2024/03/31),1,1
S100TRBH,E03670,85540,株式会社南日本銀行,030000,2024-06-25 12:03:00,120.0,2024-06-25 12:03:00,有価証券報告書－第116期(2023/04/01－2024/03/31),1,1
S100TPJA,E04858,96850,ＫＹＣＯＭホールディングス株式会社,030000,2024-06-25 12:07:00,120.0,2024-06-25 12:07:00,有価証券報告書－第57期(2023/04/01－2024/03/31),1,1
S100TOP3,E00584,35830,オーベクス株式会社,030000,2024-06-25 12:32:00,120.0,2024-06-25 12:32:00,有価証券報告書－第139期(2023/04/01－2024/03/31),1,1
S100TQT5,E11661,62380,フリュー株式会社,030000,2024-06-25 12:36:00,120.0,2024-06-25 12:36:00,有価証券報告書－第18期(2023/04/01－2024/03/31),1,1
S100TRI4,E00114,19490,住友電設株式会社,030000,2024-06-25 12:37:00,120.0,2024-06-25 12:37:00,有価証券報告書－第99期(2023/04/01－2024/03/31),1,1
S100TRCL,E01414,64860,イーグル工業株式会社,030000,2024-06-25 12:44:00,120.0,2024-06-25 12:44:00,有価証券報告書－第70期(2023/04/01－2024/03/31),1,1
S100TRHM,E05028,47180,株式会社早稲田アカデミー,030000,2024-06-25 12:45:00,120.0,2024-06-25 12:45:00,有価証券報告書－第50期(2023/04/01－2024/03/31),1,1
S100TNPN,E01369,59550,株式会社ヤマシナ,030000,2024-06-25 12:47:00,120.0,2024-06-25 12:47:00,有価証券報告書－第149期(2023/04/01－2024/03/31),1,1
S100TQTH,E02043,68550,日本電子材料株式会社,030000,2024-06-25 12:49:00,120.0,2024-06-25 12:49:00,有価証券報告書－第65期(2023/04/01－2024/03/31),1,1
S100TPTU,E05487,37710,株式会社システムリサーチ,030000,2024-06-25 12:50:00,120.0,2024-06-25 12:50:00,有価証券報告書－第44期(2023/04/01－2024/03/31),1,1
S100TRU1,E01805,67980,ＳＭＫ株式会社,030000,2024-06-25 12:57:00,120.0,2024-06-25 12:57:00,有価証券報告書－第102期(2023/04/01－2024/03/31),1,1
S100TPM0,E00498,28770,日東ベスト株式会社,030000,2024-06-25 12:59:00,120.0,2024-06-25 12:59:00,有価証券報告書－第86期(2023/04/01－2024/03/31),1,1
S100TRIA,E00962,45470,キッセイ薬品工業株式会社,030000,2024-06-25 13:00:00,120.0,2024-06-25 13:00:00,有価証券報告書－第79期(2023/04/01－2024/03/31),1,1
S100TQG1,E00590,35910,株式会社ワコールホールディングス,030000,2024-06-25 13:00:00,120.0,2024-06-25 13:00:00,有価証券報告書－第76期(2023/04/01－2024/03/31),1,1
S100TQR8,E02472,78400,フランスベッドホールディングス株式会社,030000,2024-06-25 13:00:00,120.0,2024-06-25 13:00:00,有価証券報告書－第21期(2023/04/01－2024/03/31),1,1
S100TPN5,E01631,64800,日本トムソン株式会社,030000,2024-06-25 13:00:00,120.0,2024-06-25 13:00:00,有価証券報告書－第75期(2023/04/01－2024/03/31),1,1
S100TRUU,E00525,31010,東洋紡株式会社,030000,2024-06-25 13:00:00,120.0,2024-06-25 13:00:00,有価証券報告書－第166期(2023/04/01－2024/03/31),1,1
